# maspsx behaviour	dependent row
small-extern-gp	slus/w_8003D92C
small-extern-gp	slus/w_8003E34C
small-extern-gp	slus/w_8003E4FC
small-extern-gp	slus/w_8003E758
small-extern-gp	slus/w_8003F2A4
small-extern-gp	slus/w_8003F368
small-extern-gp	slus/w_8003F5AC
small-extern-gp	slus/w_8003F624
small-extern-gp	slus/w_80041134
small-extern-gp	slus/w_80041B98
small-extern-gp	slus/w_80041BE4
small-extern-gp	slus/w_80043DB8
small-extern-gp	slus/w_8004437C
small-extern-gp	slus/w_8004450C
small-extern-gp	slus/w_80044618
small-extern-gp	slus/w_80044698
small-extern-gp	slus/w_800448BC
small-extern-gp	slus/w_800453E0
small-extern-gp	slus/w_8004713C
small-extern-gp	slus/w_80047338
small-extern-gp	slus/w_80047468
small-extern-gp	slus/w_80047D44
small-extern-gp	slus/w_80047DF0
small-extern-gp	slus/w_80047E30
small-extern-gp	slus/w_80047E78
small-extern-gp	slus/w_80048660
small-extern-gp	slus/w_80049F68
small-extern-gp	slus/w_8004B08C
small-extern-gp	slus/w_8004DCA8
small-extern-gp	slus/w_8004DCEC
small-extern-gp	slus/w_8004DD2C
small-extern-gp	slus/w_8004DDE4
small-extern-gp	slus/w_8004DE88
small-extern-gp	slus/w_8004DF8C
small-extern-gp	slus/w_8004E130
small-extern-gp	slus/w_800508F0
small-extern-gp	slus/w_80050DA8
small-extern-gp	slus/w_80050E20
small-extern-gp	slus/w_80053CFC
